"COU","Country","CORP_TAX","Corporate income tax rate","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2018","2018","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2019","2019","PC","Percentage","0","Units",,,15.825,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,16.282964,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,16.142558,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,16.177703,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,16.212819,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,16.247906,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,16.282964,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,16.35299,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,16.282964,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,13.58,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,13.545,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,13.661964,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,13.725934,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,13.755,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,13.819974,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,13.88221,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,13.955475,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,13.993844,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,14.064263,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,14.064263,,
"DEU","Germany","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,14.064263,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,51.611553,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,38.259958,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,38.285834,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,39.63762,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,38.337521,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,38.363332,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,38.414889,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,38.363332,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,29.405,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,29.37,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,29.486964,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,29.550934,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,29.58,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,29.644974,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,29.70721,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,29.780475,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,29.818844,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,29.889263,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,29.889263,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,29.889263,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,40,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,37.5,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,35,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,35,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,35,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,32,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,25,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,25,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,25,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,24,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,20,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,20,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,26,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,26,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE","Corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,28,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000","PC","Percentage","0","Units",,,40,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001","PC","Percentage","0","Units",,,37.5,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002","PC","Percentage","0","Units",,,35,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003","PC","Percentage","0","Units",,,35,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004","PC","Percentage","0","Units",,,35,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005","PC","Percentage","0","Units",,,32,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007","PC","Percentage","0","Units",,,25,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008","PC","Percentage","0","Units",,,25,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009","PC","Percentage","0","Units",,,25,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010","PC","Percentage","0","Units",,,24,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011","PC","Percentage","0","Units",,,20,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012","PC","Percentage","0","Units",,,20,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013","PC","Percentage","0","Units",,,26,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014","PC","Percentage","0","Units",,,26,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2018","2018","PC","Percentage","0","Units",,,29,,
"GRC","Greece","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2019","2019","PC","Percentage","0","Units",,,28,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,40,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,37.5,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,35,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,35,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,35,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,32,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,29,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,25,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,25,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,25,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,24,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,20,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,20,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,26,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,26,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,29,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,29,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,29,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,29,,
"GRC","Greece","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,28,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,17.33,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,9,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,9,,
"HUN","Hungary","CIT_RATE","Corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,9,,
"HUN","Hungary","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2006","2006","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2007","2007","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2008","2008","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2009","2009","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006","PC","Percentage","0","Units",,,17.33,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017","PC","Percentage","0","Units",,,9,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2018","2018","PC","Percentage","0","Units",,,9,,
"HUN","Hungary","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2019","2019","PC","Percentage","0","Units",,,9,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,18,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,16,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,17.33,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,19,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,9,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,9,,
"HUN","Hungary","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,9,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,30,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,30,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,15,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,15,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE","Corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000","PC","Percentage","0","Units",,,30,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001","PC","Percentage","0","Units",,,30,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008","PC","Percentage","0","Units",,,15,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009","PC","Percentage","0","Units",,,15,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2018","2018","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2019","2019","PC","Percentage","0","Units",,,20,,
